author,category,comments,content,likes,misinformation_risk,sentiment,timestamp
Amanda F.,crime-safety,21,Can we please address the noise from construction? I'm at my wit's end with this.,19,,negative,2025-07-15 00:49:28
Richard D.,crime-safety,17,Can we please address the communication problems?,8,,negative,2025-08-01 12:43:28
David K.,events,15,I just wanted to share how wonderful the local farmers market has been!,19,,positive,2025-07-19 14:38:28
David K.,neighborhood-watch,13,Something needs to be done about the safety hazards. This has been going on for too long.,10,,negative,2025-08-06 18:36:28
Ashley T.,noise-complaints,17,Something needs to be done about the property damage. This has been going on for too long.,19,,negative,2025-07-13 10:47:28
Elizabeth S.,general,6,I'm so happy about the local businesses - great job everyone! I hope we can continue this great work!,29,,positive,2025-07-14 20:36:28
Kevin B.,local-news,1,I noticed the utility work - any thoughts? Any information would be helpful.,1,,neutral,2025-08-04 18:28:28
Daniel P.,noise-complaints,0,This the safety hazards is affecting our quality of life. Can we please find a solution?,15,,negative,2025-07-25 17:19:28
Daniel P.,crime-safety,24,This is getting out of hand - the communication problems. Can we please find a solution?,15,,negative,2025-08-09 23:42:28
Elizabeth S.,general,7,Amazing work on the neighborhood association - thank you!,35,,positive,2025-07-27 11:34:28
Maria L.,neighborhood-watch,23,This the community conflicts situation is unacceptable. This has been going on for too long. I'm at my wit's end with this.,16,,negative,2025-07-22 09:10:28
Steven L.,neighborhood-watch,9,IMPORTANT: the property tax increases - don't believe the mainstream media! Share this with everyone you know!,2,high,negative,2025-08-06 07:41:28
Linda H.,events,15,I just wanted to share how wonderful the walking trails has been!,37,,positive,2025-08-09 13:33:28
David K.,general,6,Can someone help me understand the traffic patterns? Any information would be helpful.,13,,neutral,2025-07-16 02:53:28
Tom B.,crime-safety,19,I'm tired of dealing with the neighbor disputes. This has been going on for too long.,2,,negative,2025-07-14 05:43:28
Steven L.,general,12,Kudos to the neighborhood cleanup day - you're making our community better!,21,,positive,2025-07-27 05:32:28
Linda H.,noise-complaints,9,This is getting out of hand - the noise from construction. This has been going on for too long. Can we please find a solution?,15,,negative,2025-08-04 13:42:28
Michelle J.,neighborhood-watch,14,Can we please address the street maintenance? I'm at my wit's end with this.,4,,negative,2025-07-28 20:17:28
Michelle J.,events,6,Our community is the best because of the community newsletter!,47,,positive,2025-07-31 23:47:28
Mike T.,general,9,What's the deal with the neighborhood history?,11,,neutral,2025-07-18 13:19:28
Jessica L.,general,9,I'm really frustrated with the neighbor disputes.,18,,negative,2025-07-24 22:57:28
Kevin B.,general,10,Thank you to everyone who helped with the community center!,11,,positive,2025-08-02 14:34:28
Barbara M.,general,1,I'm disappointed with the late night disturbances. Can we please find a solution?,4,,negative,2025-07-15 14:03:28
Linda H.,neighborhood-watch,10,Something needs to be done about the safety hazards.,5,,negative,2025-08-11 08:05:28
David K.,general,5,Why is the safety hazards still happening? This has been going on for too long. Can we please find a solution?,18,,negative,2025-08-06 21:45:28
Richard D.,noise-complaints,9,Can we please address the maintenance issues? Can we please find a solution?,18,,negative,2025-08-05 20:00:28
Robert C.,local-news,15,Amazing work on the local farmers market - thank you!,23,,positive,2025-08-06 19:37:28
Mike T.,general,1,I just wanted to share how wonderful the local farmers market has been! I hope we can continue this great work!,49,,positive,2025-07-23 22:09:28
Rachel S.,events,15,What a great community we have! the walking trails I hope we can continue this great work!,22,,positive,2025-07-13 02:44:28
Amanda F.,local-news,2,Thank you to everyone who helped with the recycling program!,47,,positive,2025-07-30 13:48:28
Richard D.,local-news,0,I'm so happy about the community pool - great job everyone!,43,,positive,2025-07-24 09:28:28
David K.,events,9,I noticed the utility work - any thoughts?,0,,neutral,2025-07-19 20:53:28
Maria L.,events,4,What do you think about the local news? Thanks in advance!,7,,neutral,2025-07-21 16:35:28
John D.,crime-safety,9,Can we please address the garbage collection schedule?,7,,negative,2025-08-10 16:17:28
Christopher M.,general,8,I just wanted to share how wonderful the community newsletter has been!,17,,positive,2025-07-15 02:28:28
James W.,local-news,0,I'm wondering about the neighborhood changes.,9,,neutral,2025-08-02 04:27:28
Amanda F.,local-news,30,ALERT: the new development plans - this is a conspiracy! Do your own research! Don't trust what they tell you!,4,high,negative,2025-07-20 20:33:28
Jennifer H.,noise-complaints,9,Why is the late night disturbances still happening? This has been going on for too long. Can we please find a solution?,18,,negative,2025-07-20 12:05:28
Richard D.,general,13,CRITICAL: the new development plans - wake up people!,0,high,negative,2025-07-22 19:39:28
Lisa R.,neighborhood-watch,19,This the safety hazards situation is unacceptable.,0,,negative,2025-07-17 06:31:28
Robert C.,local-news,4,I'm curious about the new development plans.,11,,neutral,2025-07-18 11:45:28
Robert C.,recommendations,12,I love how our neighborhood the local businesses!,8,,positive,2025-07-30 08:55:28
Patricia K.,general,0,This the safety hazards is affecting our quality of life. Can we please find a solution?,1,,negative,2025-08-06 01:54:28
Lisa R.,local-news,11,Our community is the best because of the community center!,28,,positive,2025-08-07 06:37:28
Patricia K.,recommendations,8,I just wanted to share how wonderful the neighborhood cleanup day has been!,48,,positive,2025-07-20 22:28:28
Patricia K.,general,7,Amazing work on the street lighting - thank you! It's been such a positive experience for everyone involved.,21,,positive,2025-07-26 11:18:28
Mike T.,general,12,This the maintenance issues is affecting our quality of life. I'm at my wit's end with this.,11,,negative,2025-08-10 19:53:28
Nicole R.,general,12,Amazing work on the local events - thank you!,15,,positive,2025-08-12 13:01:28
Alex P.,crime-safety,15,Why is the safety hazards still happening? This has been going on for too long.,17,,negative,2025-08-09 16:44:28
Tom B.,local-news,8,What a great community we have! the community newsletter,5,,positive,2025-07-17 20:25:28
Linda H.,general,12,Amazing work on the neighborhood watch program - thank you!,36,,positive,2025-07-15 14:22:28
Michelle J.,crime-safety,25,I'm tired of dealing with the safety hazards. Can we please find a solution?,6,,negative,2025-08-05 16:52:28
Nicole R.,recommendations,8,Thank you to everyone who helped with the neighborhood association!,15,,positive,2025-07-23 07:35:28
Lisa R.,classifieds,9,Can someone help me understand the community meetings? Any information would be helpful.,14,,neutral,2025-07-21 22:26:28
Jennifer H.,general,4,I'm looking for information on the zoning changes. Any information would be helpful.,13,,neutral,2025-08-02 04:00:28
Steven L.,neighborhood-watch,6,URGENT: the police department actions - they don't want you to know this!,0,high,negative,2025-07-23 20:29:28
Linda H.,events,14,This is why I love living here - the neighborhood watch program!,24,,positive,2025-07-28 07:57:28
David K.,crime-safety,15,I'm disappointed with the neighbor disputes. This has been going on for too long.,5,,negative,2025-07-26 12:33:28
Patricia K.,noise-complaints,8,Why is the garbage collection schedule still happening? This has been going on for too long. I'm at my wit's end with this.,2,,negative,2025-07-18 12:03:28
Joseph C.,classifieds,3,Does anyone know about the utility work?,14,,neutral,2025-07-13 04:34:28
Sarah M.,local-news,7,Our community is the best because of the new community garden! It's been such a positive experience for everyone involved.,10,,positive,2025-08-05 17:24:28
Maria L.,noise-complaints,17,I'm really frustrated with the safety hazards. Can we please find a solution?,11,,negative,2025-08-03 13:20:28
Amanda F.,general,15,I'm so grateful for the neighborhood cleanup day in our neighborhood.,24,,positive,2025-07-13 02:23:28
Michael S.,local-news,6,I'm looking for information on the utility work. Any information would be helpful.,2,,neutral,2025-08-05 10:17:28
Nicole R.,noise-complaints,16,This is getting out of hand - the communication problems.,11,,negative,2025-07-15 19:52:28
Sarah M.,general,15,Something needs to be done about the garbage collection schedule. This has been going on for too long. I'm at my wit's end with this.,9,,negative,2025-07-25 04:29:28
Emma W.,recommendations,1,Amazing work on the recycling program - thank you! It's been such a positive experience for everyone involved.,50,,positive,2025-07-13 07:15:28
Steven L.,local-news,7,What's the deal with the local events? Thanks in advance!,2,,neutral,2025-07-31 10:11:28
Emma W.,local-news,15,Our community is the best because of the playground improvements! It's been such a positive experience for everyone involved.,48,,positive,2025-08-10 21:42:28
Elizabeth S.,neighborhood-watch,8,This is getting out of hand - the street maintenance. I'm at my wit's end with this.,7,,negative,2025-07-17 02:53:28
Patricia K.,general,12,This the parking situation is affecting our quality of life. Can we please find a solution?,1,,negative,2025-07-30 13:12:28
Jessica L.,recommendations,9,I'm so happy about the walking trails - great job everyone!,38,,positive,2025-07-13 09:35:28
David K.,local-news,5,I just wanted to share how wonderful the local events has been! It's been such a positive experience for everyone involved.,21,,positive,2025-07-20 16:17:28
Robert C.,general,3,What do you think about the community guidelines? Any information would be helpful.,8,,neutral,2025-07-13 08:31:28
Barbara M.,general,4,Does anyone know about the traffic patterns?,9,,neutral,2025-08-03 11:49:28
James W.,crime-safety,19,Why is the communication problems still happening?,12,,negative,2025-07-19 03:29:28
Robert C.,events,12,This is why I love living here - the recycling program! It's been such a positive experience for everyone involved.,5,,positive,2025-07-31 09:26:28
Kevin B.,noise-complaints,13,Something needs to be done about the security concerns.,0,,negative,2025-07-25 04:16:28
Lisa R.,recommendations,1,Our community is the best because of the neighborhood cleanup day! It's been such a positive experience for everyone involved.,23,,positive,2025-08-02 03:45:28
Robert C.,crime-safety,5,This the safety hazards situation is unacceptable.,19,,negative,2025-07-25 16:57:28
Maria L.,crime-safety,25,Something needs to be done about the noise from construction.,6,,negative,2025-07-28 10:52:28
Steven L.,noise-complaints,24,This the parking situation is affecting our quality of life. Can we please find a solution?,1,,negative,2025-07-18 03:00:28
Daniel P.,general,13,I'm so happy about the neighborhood cleanup day - great job everyone!,37,,positive,2025-07-28 01:29:28
Robert C.,classifieds,9,I'm wondering about the local news.,3,,neutral,2025-08-04 13:07:28
Daniel P.,events,15,I'm so happy about the local events - great job everyone! It's been such a positive experience for everyone involved. I hope we can continue this great work!,19,,positive,2025-07-16 08:01:28
Jennifer H.,crime-safety,11,Can we please address the maintenance issues? Can we please find a solution?,9,,negative,2025-07-18 20:27:28
Joseph C.,noise-complaints,9,Something needs to be done about the maintenance issues.,7,,negative,2025-07-20 07:53:28
William R.,general,15,What a great community we have! the community pool It's been such a positive experience for everyone involved.,12,,positive,2025-07-20 19:03:28
Jessica L.,noise-complaints,20,Something needs to be done about the safety hazards.,5,,negative,2025-07-18 09:57:28
Maria L.,general,5,I'm curious about the neighborhood history.,11,,neutral,2025-08-01 01:11:28
Linda H.,local-news,0,What's the deal with the school district updates? Any information would be helpful.,0,,neutral,2025-07-24 11:09:28
Ashley T.,local-news,10,I'm so grateful for the walking trails in our neighborhood. It's been such a positive experience for everyone involved.,48,,positive,2025-07-16 22:27:28
Alex P.,local-news,14,I'm so happy about the street lighting - great job everyone! It's been such a positive experience for everyone involved.,47,,positive,2025-08-11 12:50:28
John D.,local-news,7,I'm wondering about the local events.,3,,neutral,2025-07-29 22:46:28
Richard D.,local-news,2,I'm looking for information on the emergency procedures. Any information would be helpful.,1,,neutral,2025-07-20 08:31:28
Amanda F.,recommendations,1,This is why I love living here - the neighborhood watch program!,9,,positive,2025-08-01 04:55:28
Elizabeth S.,neighborhood-watch,20,This is getting out of hand - the noise from construction. This has been going on for too long.,14,,negative,2025-07-21 14:14:28
Ashley T.,noise-complaints,2,Something needs to be done about the street maintenance. This has been going on for too long. Can we please find a solution? I'm at my wit's end with this.,10,,negative,2025-07-17 16:56:28
Patricia K.,local-news,1,I'm trying to figure out the local news.,4,,neutral,2025-08-07 16:22:28
Nicole R.,general,25,Why is the street maintenance still happening? This has been going on for too long.,20,,negative,2025-07-25 10:15:28
Lisa R.,crime-safety,8,Why is the maintenance issues still happening?,1,,negative,2025-08-10 05:52:28
Ashley T.,classifieds,7,I noticed the traffic patterns - any thoughts? Any information would be helpful.,14,,neutral,2025-07-16 21:05:28
Robert C.,general,16,I'm concerned about the property maintenance in our neighborhood.,12,,negative,2025-07-29 21:03:28
Mike T.,general,2,Thank you to everyone who helped with the neighborhood cleanup day! It's been such a positive experience for everyone involved. I hope we can continue this great work!,37,,positive,2025-07-24 22:03:28
Joseph C.,events,9,Has anyone noticed the city policies?,10,,neutral,2025-07-26 20:15:28
Daniel P.,classifieds,3,I noticed the community guidelines - any thoughts? Any information would be helpful.,9,,neutral,2025-07-24 13:08:28
Amanda F.,general,0,BREAKING: the city council meetings - this is a cover-up! Do your own research! Don't trust what they tell you! Share this with everyone you know!,3,high,negative,2025-08-10 20:43:28
Alex P.,events,15,What a great community we have! the recycling program,31,,positive,2025-08-10 04:05:28
William R.,neighborhood-watch,16,Something needs to be done about the noise complaints.,4,,negative,2025-07-18 14:03:28
Robert C.,local-news,4,Thank you to everyone who helped with the walking trails! I hope we can continue this great work!,48,,positive,2025-08-03 01:49:28
Jennifer H.,local-news,1,I'm so grateful for the local businesses in our neighborhood. I hope we can continue this great work!,45,,positive,2025-08-04 01:19:28
Linda H.,crime-safety,11,This is getting out of hand - the rule violations. This has been going on for too long.,14,,negative,2025-07-30 08:50:28
William R.,general,25,I'm really frustrated with the property damage.,6,,negative,2025-08-05 13:39:28
Jessica L.,noise-complaints,2,Something needs to be done about the safety hazards. Can we please find a solution?,2,,negative,2025-08-02 19:25:28
Barbara M.,recommendations,1,I'm so happy about the community pool - great job everyone! It's been such a positive experience for everyone involved.,14,,positive,2025-08-05 07:11:28
Ashley T.,general,1,I'm tired of dealing with the late night disturbances. This has been going on for too long. Can we please find a solution? I'm at my wit's end with this.,12,,negative,2025-07-31 01:15:28
Jessica L.,events,7,Thank you to everyone who helped with the neighborhood watch program!,10,,positive,2025-07-15 01:50:28
Sarah M.,events,7,I just wanted to share how wonderful the playground improvements has been! It's been such a positive experience for everyone involved.,15,,positive,2025-07-25 05:39:28
Michelle J.,general,1,This the communication problems is affecting our quality of life. This has been going on for too long.,12,,negative,2025-08-05 02:23:28
Steven L.,events,2,What a great community we have! the recycling program It's been such a positive experience for everyone involved.,14,,positive,2025-08-07 17:03:28
Christopher M.,local-news,4,I'm curious about the city policies. Thanks in advance!,7,,neutral,2025-07-19 10:55:28
Michelle J.,local-news,8,Does anyone know about the local news?,12,,neutral,2025-07-27 22:24:28
David K.,neighborhood-watch,22,I'm concerned about the noise complaints in our neighborhood. This has been going on for too long. Can we please find a solution? I'm at my wit's end with this.,17,,negative,2025-07-27 05:18:28
Steven L.,general,3,Our community is the best because of the neighborhood watch program!,37,,positive,2025-08-10 21:37:28
Joseph C.,local-news,10,I'm trying to figure out the new development plans.,15,,neutral,2025-07-23 22:51:28
Elizabeth S.,classifieds,0,I'm trying to figure out the community meetings.,12,,neutral,2025-07-12 23:35:28
Maria L.,general,4,Can someone help me understand the community guidelines? Any information would be helpful.,5,,neutral,2025-07-29 09:56:28
Tom B.,general,7,What's the deal with the school district updates?,13,,neutral,2025-08-11 05:22:28
Patricia K.,neighborhood-watch,21,NOTICE: the property tax increases - this is what's really happening!,0,high,negative,2025-08-07 10:26:28
Emma W.,general,5,Something needs to be done about the noise from construction. Can we please find a solution? I'm at my wit's end with this.,16,,negative,2025-07-20 22:30:28
Kevin B.,general,2,What's the deal with the utility work?,13,,neutral,2025-07-15 00:23:28
John D.,local-news,3,Can someone help me understand the new development plans?,13,,neutral,2025-07-18 17:41:28
Steven L.,neighborhood-watch,23,This is getting out of hand - the community conflicts.,10,,negative,2025-07-20 01:07:28
Michelle J.,general,0,I'm looking for information on the upcoming elections.,8,,neutral,2025-07-21 12:12:28
Robert C.,crime-safety,17,Can we please address the noise complaints? Can we please find a solution?,6,,negative,2025-07-14 20:13:28
Jennifer H.,events,10,I'm curious about the traffic patterns. Any information would be helpful.,2,,neutral,2025-07-21 12:55:28
Rachel S.,neighborhood-watch,5,This the community conflicts situation is unacceptable.,16,,negative,2025-08-05 23:04:28
Lisa R.,general,10,I love how our neighborhood the new community garden!,31,,positive,2025-07-20 08:51:28
Jennifer H.,general,4,Does anyone know about the utility work?,12,,neutral,2025-07-22 18:19:28
Barbara M.,general,2,I'm wondering about the weather alerts. Any information would be helpful.,8,,neutral,2025-08-08 21:09:28
Sarah M.,local-news,5,I love how our neighborhood the local businesses! I hope we can continue this great work!,7,,positive,2025-08-01 22:48:28
Ashley T.,general,2,URGENT: the community association rules - they don't want you to know this! Do your own research! Don't trust what they tell you! Share this with everyone you know!,8,high,negative,2025-07-25 20:24:28
Lisa R.,noise-complaints,16,This is getting out of hand - the communication problems. This has been going on for too long.,4,,negative,2025-08-08 22:33:28
Jessica L.,neighborhood-watch,13,Why is the rule violations still happening? This has been going on for too long.,10,,negative,2025-07-24 09:59:28
Mike T.,events,2,What do you think about the city policies? Thanks in advance!,5,,neutral,2025-08-02 22:11:28
Elizabeth S.,events,6,Thank you to everyone who helped with the local farmers market!,40,,positive,2025-08-05 16:44:28
Barbara M.,events,2,Can someone help me understand the neighborhood changes?,1,,neutral,2025-07-26 01:27:28
Michelle J.,noise-complaints,20,I'm tired of dealing with the community conflicts. Can we please find a solution? I'm at my wit's end with this.,20,,negative,2025-07-24 22:16:28
Michael S.,general,9,I just wanted to share how wonderful the neighborhood cleanup day has been!,41,,positive,2025-07-17 23:17:28
David K.,noise-complaints,1,This the noise complaints is affecting our quality of life. This has been going on for too long.,13,,negative,2025-08-04 19:12:28
Emma W.,neighborhood-watch,1,ALERT: the new development plans - the authorities are covering this up!,0,high,negative,2025-08-06 15:36:28
Alex P.,general,14,Can we please address the street maintenance? Can we please find a solution?,13,,negative,2025-08-08 14:32:28
Daniel P.,general,8,Amazing work on the local farmers market - thank you! It's been such a positive experience for everyone involved.,17,,positive,2025-07-19 04:33:28
Richard D.,general,5,I'm concerned about the security concerns in our neighborhood. This has been going on for too long.,16,,negative,2025-08-12 10:11:28
Nicole R.,general,11,This the late night disturbances situation is unacceptable. Can we please find a solution? I'm at my wit's end with this.,16,,negative,2025-07-13 04:13:28
Richard D.,classifieds,6,I'm wondering about the upcoming elections. Thanks in advance!,8,,neutral,2025-08-06 13:39:28
Emma W.,noise-complaints,19,This the neighbor disputes is affecting our quality of life.,20,,negative,2025-08-11 05:22:28
Sarah M.,general,13,This is why I love living here - the local farmers market!,20,,positive,2025-08-07 20:44:28
Daniel P.,events,3,This is why I love living here - the neighborhood watch program!,41,,positive,2025-08-11 09:30:28
William R.,local-news,9,What's the deal with the city policies?,0,,neutral,2025-08-03 14:09:28
Michael S.,crime-safety,15,Can we please address the neighbor disputes?,17,,negative,2025-07-26 05:42:28
Sarah M.,general,3,I noticed the new development plans - any thoughts? Any information would be helpful.,10,,neutral,2025-08-08 17:41:28
Mike T.,general,18,I'm really frustrated with the property maintenance.,5,,negative,2025-07-25 21:35:28
Ashley T.,general,5,I'm so happy about the community newsletter - great job everyone! It's been such a positive experience for everyone involved.,8,,positive,2025-07-19 11:13:28
Maria L.,recommendations,4,Amazing work on the recycling program - thank you! It's been such a positive experience for everyone involved.,42,,positive,2025-08-08 07:25:28
Emma W.,general,9,I'm wondering about the city policies.,5,,neutral,2025-08-07 21:54:28
Barbara M.,recommendations,11,Thank you to everyone who helped with the street lighting! It's been such a positive experience for everyone involved. I hope we can continue this great work!,27,,positive,2025-07-21 15:55:28
Rachel S.,crime-safety,9,Can we please address the property maintenance? Can we please find a solution?,16,,negative,2025-07-18 19:18:28
Kevin B.,general,14,Our community is the best because of the new community garden! It's been such a positive experience for everyone involved.,16,,positive,2025-07-17 04:05:28
Michelle J.,events,13,I love how our neighborhood the community newsletter!,20,,positive,2025-08-03 08:35:28
Maria L.,events,3,What do you think about the city policies?,9,,neutral,2025-08-05 02:50:28
James W.,general,5,I love how our neighborhood the local farmers market!,18,,positive,2025-07-30 15:10:28
Joseph C.,general,3,What a great community we have! the new community garden,38,,positive,2025-07-24 08:39:28
Tom B.,local-news,3,I'm curious about the neighborhood changes. Any information would be helpful.,5,,neutral,2025-08-07 00:47:28
Michael S.,local-news,0,I'm so grateful for the local events in our neighborhood. I hope we can continue this great work!,21,,positive,2025-07-24 07:50:28
Ashley T.,crime-safety,1,Something needs to be done about the street maintenance.,0,,negative,2025-07-22 13:45:28
Michael S.,local-news,28,WARNING: the property tax increases - the government is hiding something! Do your own research! Don't trust what they tell you!,1,high,negative,2025-08-06 01:10:28
Lisa R.,general,1,I'm disappointed with the safety hazards. This has been going on for too long. Can we please find a solution?,9,,negative,2025-07-13 20:06:28
John D.,crime-safety,10,This the rule violations situation is unacceptable.,9,,negative,2025-07-25 11:23:28
Michael S.,neighborhood-watch,16,I'm concerned about the noise complaints in our neighborhood. This has been going on for too long.,17,,negative,2025-07-15 19:10:28
Amanda F.,local-news,2,I'm so grateful for the neighborhood cleanup day in our neighborhood. It's been such a positive experience for everyone involved.,10,,positive,2025-07-26 04:44:28
Michelle J.,recommendations,14,I love how our neighborhood the community center!,33,,positive,2025-07-27 12:26:28
Robert C.,events,14,I just wanted to share how wonderful the neighborhood cleanup day has been!,12,,positive,2025-07-18 10:29:28
Tom B.,general,8,Kudos to the community pool - you're making our community better! I hope we can continue this great work!,44,,positive,2025-07-27 09:14:28
Joseph C.,general,10,Our community is the best because of the neighborhood cleanup day! I hope we can continue this great work!,31,,positive,2025-07-22 12:22:28
James W.,events,6,What's the deal with the new development plans?,15,,neutral,2025-07-27 11:50:28
John D.,crime-safety,0,This the community conflicts is affecting our quality of life.,3,,negative,2025-08-08 10:58:28
John D.,noise-complaints,24,This is getting out of hand - the maintenance issues. Can we please find a solution?,13,,negative,2025-08-08 19:37:28
Ashley T.,local-news,10,I'm so grateful for the local events in our neighborhood. It's been such a positive experience for everyone involved. I hope we can continue this great work!,21,,positive,2025-07-25 02:31:28
Michael S.,events,14,I love how our neighborhood the neighborhood association!,11,,positive,2025-08-06 23:10:28
William R.,recommendations,4,What a great community we have! the community center It's been such a positive experience for everyone involved.,45,,positive,2025-07-17 03:01:28
Kevin B.,crime-safety,20,I'm concerned about the maintenance issues in our neighborhood. This has been going on for too long.,2,,negative,2025-07-23 11:55:28
Michael S.,general,4,Thank you to everyone who helped with the playground improvements!,27,,positive,2025-08-03 13:13:28
Mike T.,general,5,I love how our neighborhood the community pool!,31,,positive,2025-07-19 02:58:28
Sarah M.,neighborhood-watch,22,I'm really frustrated with the noise complaints. This has been going on for too long.,13,,negative,2025-07-23 03:45:28
Christopher M.,general,10,Can someone help me understand the neighborhood history?,2,,neutral,2025-07-26 23:40:28
Alex P.,neighborhood-watch,19,I'm concerned about the security concerns in our neighborhood.,3,,negative,2025-07-30 18:17:28
David K.,general,0,I'm trying to figure out the community meetings. Any information would be helpful. Thanks in advance!,12,,neutral,2025-08-09 08:29:28
Elizabeth S.,neighborhood-watch,8,I'm tired of dealing with the maintenance issues.,4,,negative,2025-07-19 08:49:28
James W.,events,5,Does anyone know about the local events?,0,,neutral,2025-08-02 13:52:28
Sarah M.,general,9,Our community is the best because of the community pool!,33,,positive,2025-08-04 07:05:28
Linda H.,local-news,11,What a great community we have! the playground improvements I hope we can continue this great work!,21,,positive,2025-07-18 00:01:28
Sarah M.,general,21,CRITICAL: the local government decisions - wake up people!,8,high,negative,2025-07-28 08:19:28
Sarah M.,general,12,Amazing work on the local farmers market - thank you!,48,,positive,2025-08-01 00:53:28
David K.,classifieds,2,I'm wondering about the zoning changes.,9,,neutral,2025-07-15 02:04:28
Richard D.,general,8,I'm trying to figure out the weather alerts. Thanks in advance!,3,,neutral,2025-08-01 20:52:28
Jennifer H.,crime-safety,11,Can we please address the security concerns? Can we please find a solution?,10,,negative,2025-07-20 13:09:28
Barbara M.,local-news,5,Thank you to everyone who helped with the recycling program!,48,,positive,2025-07-19 17:00:28
Joseph C.,classifieds,4,Does anyone know about the school district updates? Any information would be helpful. Thanks in advance!,6,,neutral,2025-07-16 18:14:28
Elizabeth S.,classifieds,6,Does anyone know about the upcoming elections?,13,,neutral,2025-08-10 10:27:28
Richard D.,crime-safety,1,I'm concerned about the garbage collection schedule in our neighborhood. This has been going on for too long. Can we please find a solution?,1,,negative,2025-07-30 21:16:28
Steven L.,events,10,I'm trying to figure out the local events. Any information would be helpful.,15,,neutral,2025-07-26 13:35:28
Lisa R.,noise-complaints,18,I'm tired of dealing with the noise complaints.,9,,negative,2025-07-26 18:56:28
Linda H.,general,12,I'm really frustrated with the noise from construction. This has been going on for too long. Can we please find a solution?,12,,negative,2025-07-29 05:59:28
Mike T.,local-news,2,I love how our neighborhood the holiday decorations! It's been such a positive experience for everyone involved.,13,,positive,2025-08-08 09:01:28
Barbara M.,neighborhood-watch,22,This the garbage collection schedule is affecting our quality of life. Can we please find a solution?,1,,negative,2025-08-11 12:02:28
Rachel S.,recommendations,13,Kudos to the neighborhood cleanup day - you're making our community better!,9,,positive,2025-07-22 19:09:28
Rachel S.,noise-complaints,13,I'm concerned about the parking situation in our neighborhood. I'm at my wit's end with this.,5,,negative,2025-07-31 03:02:28
Mike T.,events,3,I noticed the school district updates - any thoughts?,8,,neutral,2025-07-20 15:25:28
William R.,local-news,11,Amazing work on the street lighting - thank you! I hope we can continue this great work!,44,,positive,2025-08-07 22:52:28
Christopher M.,general,8,I'm wondering about the neighborhood history.,3,,neutral,2025-07-21 02:24:28
Alex P.,classifieds,3,I'm trying to figure out the community meetings. Any information would be helpful.,10,,neutral,2025-07-23 15:26:28
Rachel S.,classifieds,10,I noticed the local news - any thoughts? Any information would be helpful.,15,,neutral,2025-08-06 11:30:28
Lisa R.,noise-complaints,17,I'm really frustrated with the garbage collection schedule. This has been going on for too long. Can we please find a solution?,18,,negative,2025-08-07 16:26:28
Michael S.,noise-complaints,13,Why is the communication problems still happening? This has been going on for too long. Can we please find a solution? I'm at my wit's end with this.,8,,negative,2025-07-23 17:10:28
Kevin B.,local-news,0,I'm looking for information on the weather alerts. Any information would be helpful.,12,,neutral,2025-08-10 14:35:28
Daniel P.,general,2,I love how our neighborhood the community pool!,14,,positive,2025-08-04 00:09:28
Amanda F.,events,9,I love how our neighborhood the walking trails! It's been such a positive experience for everyone involved. I hope we can continue this great work!,22,,positive,2025-07-28 23:29:28
Jennifer H.,events,10,I'm curious about the local news.,5,,neutral,2025-07-31 03:30:28
Daniel P.,neighborhood-watch,21,This the community conflicts is affecting our quality of life. This has been going on for too long. Can we please find a solution?,1,,negative,2025-07-29 13:33:28
Sarah M.,neighborhood-watch,2,I'm disappointed with the neighbor disputes. This has been going on for too long. Can we please find a solution?,20,,negative,2025-07-15 14:50:28
John D.,general,18,This the property damage is affecting our quality of life. This has been going on for too long.,12,,negative,2025-08-09 13:26:28
Amanda F.,events,0,What's the deal with the local events?,9,,neutral,2025-08-04 22:15:28
Daniel P.,local-news,4,This is why I love living here - the holiday decorations!,15,,positive,2025-07-30 20:42:28
Maria L.,recommendations,3,I just wanted to share how wonderful the local farmers market has been! It's been such a positive experience for everyone involved.,23,,positive,2025-08-09 23:09:28
Patricia K.,crime-safety,17,Why is the parking situation still happening? This has been going on for too long.,9,,negative,2025-07-16 17:35:28
Nicole R.,recommendations,7,What a great community we have! the local farmers market It's been such a positive experience for everyone involved. I hope we can continue this great work!,8,,positive,2025-08-03 18:59:28
Rachel S.,events,10,What do you think about the local events? Any information would be helpful.,6,,neutral,2025-07-31 18:10:28
David K.,crime-safety,10,Can we please address the garbage collection schedule? This has been going on for too long. I'm at my wit's end with this.,17,,negative,2025-07-30 16:04:28
Barbara M.,events,4,I noticed the community guidelines - any thoughts?,8,,neutral,2025-07-31 10:45:28
Richard D.,recommendations,1,What a great community we have! the playground improvements,47,,positive,2025-08-12 21:56:28
Jennifer H.,local-news,0,Our community is the best because of the local farmers market!,30,,positive,2025-07-27 02:14:28
Nicole R.,events,7,What do you think about the community meetings? Any information would be helpful.,14,,neutral,2025-07-23 14:43:28
Christopher M.,neighborhood-watch,21,NOTICE: the local government decisions - this is what's really happening!,1,high,negative,2025-07-19 17:38:28
Sarah M.,general,22,Why is the garbage collection schedule still happening? This has been going on for too long.,1,,negative,2025-08-07 09:00:28
John D.,classifieds,3,Can someone help me understand the neighborhood history? Any information would be helpful. Thanks in advance!,3,,neutral,2025-07-22 11:59:28
Elizabeth S.,recommendations,1,I'm so grateful for the walking trails in our neighborhood.,31,,positive,2025-08-02 07:13:28
David K.,crime-safety,4,I'm really frustrated with the community conflicts.,10,,negative,2025-07-29 14:50:28
